date,machine_id,product_type,shift,workers,machine_hours,downtime_hours,maintenance_hours,material_availability_pct,quality_rate_pct,temperature_c,energy_consumption_kwh,production_target,actual_production,production_gap,shortfall_units,units_per_hour,required_ot_hours,ot_rate_per_hour,ot_workers,estimated_ot_cost,production_status
2024-04-03,M02,Product_A,Evening,17,8.03,1.16,1.6,86.23,96.1,29.7,515.81,428,281,147,147,41.13,3.57,200,11,7854.0,Shortfall
2024-04-03,M01,Product_B,Evening,27,11.02,0.76,0.49,75.62,92.48,25.4,492.57,508,381,127,127,36.53,3.48,200,17,11832.0,Shortfall
2024-04-03,M03,Product_B,Morning,24,9.05,1.28,1.14,85.22,99.12,25.5,381.18,465,333,132,132,41.9,3.15,180,15,8505.0,Shortfall
2024-04-03,M05,Product_C,Night,27,6.76,1.81,1.11,85.02,88.8,31.5,232.83,270,151,119,119,28.09,4.24,230,17,16578.4,Shortfall
2024-04-04,M05,Product_B,Evening,9,11.34,1.97,0.34,91.41,93.54,37.8,580.79,552,323,229,229,31.86,7.19,200,6,8628.0,Shortfall
2024-04-04,M05,Product_C,Evening,29,10.29,2.07,0.63,92.39,95.98,36.1,516.83,417,307,110,110,34.37,3.2,200,18,11520.0,Shortfall
2024-04-04,M04,Product_B,Night,12,11.76,0.47,1.82,80.41,99.44,35.8,231.91,493,313,180,180,28.81,6.25,230,8,11500.0,Shortfall
2024-04-04,M04,Product_B,Morning,30,11.47,2.68,1.75,82.02,91.42,35.9,409.14,550,318,232,232,33.89,6.85,180,18,22194.0,Shortfall
2024-04-04,M01,Product_B,Evening,23,11.69,0.26,1.24,85.75,91.5,21.6,196.81,551,408,143,143,36.71,3.9,200,14,10920.0,Shortfall
2024-04-04,M03,Product_C,Morning,17,9.88,2.41,0.45,95.25,99.44,23.3,196.67,443,308,135,135,36.68,3.68,180,11,7286.4,Shortfall
2024-04-04,M02,Product_C,Evening,8,7.72,0.93,1.74,89.01,95.52,37.0,342.22,320,158,162,162,23.94,6.77,200,5,6770.0,Shortfall
2024-04-04,M01,Product_A,Morning,20,9.34,2.6,0.1,86.2,94.9,31.8,595.38,521,359,162,162,45.59,3.55,180,12,7668.0,Shortfall
2024-04-04,M05,Product_A,Evening,13,8.6,0.12,1.12,75.58,97.81,28.6,384.43,475,300,175,175,36.85,4.75,200,8,7600.0,Shortfall
2024-04-05,M05,Product_A,Morning,19,10.22,1.55,0.32,79.0,89.22,28.9,222.97,588,349,239,239,37.71,6.34,180,12,13694.4,Shortfall
2024-04-05,M04,Product_A,Evening,14,9.17,2.2,0.56,86.45,91.27,20.2,628.18,448,272,176,176,35.03,5.02,200,9,9036.0,Shortfall
2024-04-05,M03,Product_A,Evening,25,11.99,1.22,0.92,89.16,95.1,26.3,241.31,662,531,131,131,48.29,2.71,200,15,8130.0,Shortfall
2024-04-05,M01,Product_A,Night,29,9.07,2.41,0.33,97.16,92.48,22.1,392.62,451,371,80,80,48.63,1.65,230,18,6831.0,Shortfall
2024-04-05,M02,Product_A,Morning,13,6.02,2.38,0.04,96.91,95.06,24.9,532.99,322,208,114,114,44.28,2.57,180,8,3700.8,Shortfall
2024-04-05,M02,Product_A,Evening,28,9.09,1.01,0.58,94.38,94.75,37.6,520.61,456,358,98,98,42.97,2.28,200,17,7752.0,Shortfall
2024-04-05,M05,Product_A,Night,14,9.37,0.37,0.59,79.8,99.46,23.3,208.37,470,325,145,145,36.27,4.0,230,9,8280.0,Shortfall
2024-04-05,M03,Product_A,Night,15,7.49,1.99,0.87,98.25,97.22,26.5,484.9,401,278,123,123,45.64,2.7,230,9,5589.0,Shortfall
2024-04-05,M04,Product_B,Evening,20,7.47,0.75,1.02,79.18,98.91,31.4,555.38,335,232,103,103,34.62,2.98,200,12,7152.0,Shortfall
2024-04-05,M05,Product_B,Night,29,9.82,0.21,0.35,89.08,90.14,23.1,286.44,438,365,73,73,38.09,1.92,230,18,7948.8,Shortfall
2024-04-06,M02,Product_B,Morning,27,9.05,2.03,1.25,96.87,97.51,24.8,398.63,424,354,70,70,47.23,1.48,180,17,4528.8,Shortfall
2024-04-06,M01,Product_C,Evening,12,7.0,1.37,1.81,93.16,90.63,32.9,486.19,304,184,120,120,32.78,3.66,200,8,5856.0,Shortfall
2024-04-06,M02,Product_A,Morning,16,9.22,1.48,0.99,88.31,98.75,24.5,502.36,518,367,151,151,45.54,3.32,180,10,5976.0,Shortfall
2024-04-06,M03,Product_B,Evening,26,11.41,1.05,1.21,90.74,93.72,27.6,206.66,562,449,113,113,43.14,2.62,200,16,8384.0,Shortfall
2024-04-06,M03,Product_B,Night,9,10.23,1.52,1.76,97.77,91.09,25.1,349.77,499,290,209,209,33.04,6.33,230,6,8735.4,Shortfall
2024-04-06,M02,Product_B,Evening,24,7.4,0.13,1.57,77.5,96.93,27.8,636.04,335,237,98,98,34.96,2.8,200,15,8400.0,Shortfall
2024-04-07,M03,Product_B,Evening,25,6.43,2.71,1.45,89.83,93.89,37.6,517.24,316,198,118,118,44.68,2.64,200,15,7920.0,Shortfall
2024-04-07,M04,Product_B,Morning,11,11.19,0.76,0.03,90.69,95.66,23.1,436.05,541,412,129,129,38.28,3.37,180,7,4246.2,Shortfall
2024-04-07,M03,Product_B,Evening,21,9.73,1.91,0.1,90.7,91.0,29.5,248.45,495,324,171,171,37.48,4.56,200,13,11856.0,Shortfall
2024-04-07,M02,Product_B,Night,24,9.33,0.12,1.01,91.05,96.95,21.4,609.96,418,358,60,60,40.18,1.49,230,15,5140.5,Shortfall
2024-04-07,M05,Product_B,Night,8,6.93,1.34,1.01,77.51,98.98,33.9,223.66,317,140,177,177,23.97,7.38,230,5,8487.0,Shortfall
2024-04-07,M01,Product_B,Night,29,10.7,1.34,1.06,91.89,99.87,36.4,545.72,500,388,112,112,40.45,2.77,230,18,11467.8,Shortfall
2024-04-07,M03,Product_B,Morning,12,6.26,1.66,1.92,83.69,98.18,22.0,421.94,329,177,152,152,37.86,4.01,180,8,5774.4,Shortfall
2024-04-07,M04,Product_B,Evening,25,7.03,1.47,1.75,75.83,99.91,34.5,575.96,304,205,99,99,36.55,2.71,200,15,8130.0,Shortfall
2024-04-07,M03,Product_B,Morning,24,7.27,2.15,1.74,79.65,93.08,22.6,425.91,360,203,157,157,37.05,4.24,180,15,11448.0,Shortfall
2024-04-08,M05,Product_B,Night,26,10.62,0.59,1.78,83.98,91.15,23.9,638.64,464,336,128,128,34.74,3.68,230,16,13542.4,Shortfall
2024-04-08,M01,Product_B,Night,23,9.97,0.92,0.7,75.62,93.48,36.7,456.86,463,288,175,175,31.24,5.6,230,14,18032.0,Shortfall
2024-04-08,M01,Product_C,Night,26,9.64,2.92,1.19,94.38,89.07,22.4,460.27,384,243,141,141,31.9,4.42,230,16,16265.6,Shortfall
2024-04-08,M03,Product_B,Morning,23,9.13,0.68,1.61,90.3,88.11,30.7,200.37,462,344,118,118,41.99,2.81,180,14,7081.2,Shortfall
2024-04-08,M01,Product_B,Morning,13,6.05,2.08,1.27,95.06,95.95,30.6,209.48,287,186,101,101,41.69,2.42,180,8,3484.8,Shortfall
2024-04-08,M02,Product_A,Evening,13,11.49,2.46,1.72,84.96,98.25,25.8,450.94,617,360,257,257,37.76,6.81,200,8,10896.0,Shortfall
2024-04-08,M01,Product_B,Morning,27,11.59,2.23,0.82,95.85,92.23,22.5,523.46,590,446,144,144,44.26,3.25,180,17,9945.0,Shortfall
2024-04-08,M01,Product_A,Evening,17,6.04,1.24,0.2,97.79,97.74,23.2,448.16,332,265,67,67,50.11,1.34,200,11,2948.0,Shortfall
2024-04-08,M05,Product_A,Evening,14,6.47,2.77,0.48,78.53,94.48,28.5,552.25,348,178,170,170,37.25,4.56,200,9,8208.0,Shortfall
2024-04-08,M03,Product_B,Evening,27,8.91,0.35,0.78,84.28,99.29,31.6,558.59,429,355,74,74,42.04,1.76,200,17,5984.0,Shortfall
2024-04-08,M03,Product_B,Evening,19,10.2,0.7,0.77,96.28,96.86,25.0,230.99,523,402,121,121,42.11,2.87,200,12,6888.0,Shortfall
2024-04-08,M02,Product_A,Evening,19,9.43,2.89,1.12,81.3,91.19,21.9,321.51,497,259,238,238,34.77,6.84,200,12,16416.0,Shortfall
2024-04-08,M05,Product_A,Morning,17,7.82,2.29,0.01,93.23,97.35,28.3,216.13,451,291,160,160,44.38,3.61,180,11,7147.8,Shortfall
2024-04-08,M02,Product_B,Evening,24,7.19,0.01,0.94,96.48,89.71,28.5,505.24,319,279,40,40,40.7,0.98,200,15,2940.0,Shortfall
2024-04-09,M05,Product_A,Evening,20,9.15,0.17,0.7,93.94,96.16,20.2,508.4,499,417,82,82,47.32,1.73,200,12,4152.0,Shortfall
2024-04-09,M05,Product_C,Morning,30,11.45,2.56,0.11,81.85,98.52,24.9,254.23,493,371,122,122,37.09,3.29,180,18,10659.6,Shortfall
2024-04-09,M02,Product_A,Night,13,7.39,1.1,1.52,80.11,99.22,21.1,469.42,366,223,143,143,35.66,4.01,230,8,7378.4,Shortfall
2024-04-09,M04,Product_B,Night,19,10.47,2.96,1.75,95.05,93.1,36.1,332.25,461,285,176,176,34.63,5.08,230,12,14020.8,Shortfall
2024-04-09,M02,Product_A,Morning,19,6.96,0.55,0.29,82.57,95.45,34.9,317.52,372,268,104,104,40.88,2.54,180,12,5486.4,Shortfall
2024-04-09,M02,Product_B,Morning,10,7.14,2.01,1.36,77.8,91.91,35.9,549.79,352,154,198,198,27.71,7.15,180,6,7722.0,Shortfall
2024-04-09,M04,Product_B,Evening,12,8.91,0.25,1.88,97.87,99.01,27.1,445.04,386,316,70,70,38.94,1.8,200,8,2880.0,Shortfall
2024-04-10,M05,Product_B,Evening,9,9.22,0.74,1.21,84.73,94.14,30.1,588.97,453,255,198,198,30.4,6.51,200,6,7812.0,Shortfall
2024-04-10,M01,Product_B,Evening,8,6.14,1.83,1.82,84.7,92.7,21.3,321.29,307,142,165,165,31.58,5.22,200,5,5220.0,Shortfall
2024-04-10,M04,Product_C,Night,15,8.55,2.38,0.2,96.75,90.72,22.1,341.34,326,220,106,106,30.68,3.46,230,9,7162.2,Shortfall
2024-04-10,M05,Product_B,Evening,23,8.39,0.21,0.03,88.85,97.5,23.9,273.92,388,346,42,42,41.87,1.0,200,14,2800.0,Shortfall
2024-04-10,M04,Product_B,Morning,12,7.71,0.07,1.89,85.96,95.36,34.9,210.08,354,221,133,133,31.53,4.22,180,8,6076.8,Shortfall
2024-04-10,M01,Product_B,Night,8,11.68,1.72,0.47,77.25,90.23,31.6,539.39,550,264,286,286,24.98,11.45,230,5,13167.5,Shortfall
2024-04-10,M03,Product_C,Evening,29,7.28,2.71,1.07,77.87,88.28,26.7,443.55,308,166,142,142,30.66,4.63,200,18,16668.0,Shortfall
2024-04-10,M02,Product_B,Morning,14,10.57,0.34,1.06,90.23,97.37,36.7,406.92,528,351,177,177,35.06,5.05,180,9,8181.0,Shortfall
2024-04-10,M04,Product_B,Night,30,9.64,1.02,0.86,91.95,98.25,35.5,478.45,417,347,70,70,39.53,1.77,230,18,7327.8,Shortfall
2024-04-10,M05,Product_C,Night,19,9.97,2.03,0.46,95.88,89.81,22.8,580.6,371,278,93,93,31.98,2.91,230,12,8031.6,Shortfall
2024-04-10,M04,Product_B,Morning,14,9.56,2.43,0.39,89.72,90.02,24.4,262.4,432,272,160,160,33.63,4.76,180,9,7711.2,Shortfall
2024-04-11,M01,Product_A,Evening,17,9.62,1.61,1.47,89.26,94.59,28.9,560.24,509,352,157,157,42.82,3.67,200,11,8074.0,Shortfall
2024-04-11,M02,Product_B,Evening,17,11.03,2.44,0.49,85.84,97.53,29.9,410.96,533,329,204,204,34.57,5.9,200,11,12980.0,Shortfall
2024-04-11,M02,Product_A,Morning,28,9.96,0.88,1.5,80.31,95.49,30.5,359.15,564,386,178,178,43.12,4.13,180,17,12637.8,Shortfall
2024-04-12,M04,Product_B,Night,16,10.37,0.92,0.86,99.36,98.29,33.9,436.24,458,352,106,106,36.81,2.88,230,10,6624.0,Shortfall
2024-04-12,M05,Product_A,Morning,23,6.47,2.07,0.39,99.8,98.45,20.3,432.68,351,265,86,86,51.01,1.69,180,14,4258.8,Shortfall
2024-04-12,M05,Product_A,Evening,17,6.08,0.26,1.41,85.45,91.37,28.1,414.27,325,219,106,106,40.23,2.63,200,11,5786.0,Shortfall
2024-04-12,M04,Product_C,Morning,26,6.42,0.1,1.82,89.42,89.64,36.8,476.05,252,173,79,79,30.2,2.62,180,16,7545.6,Shortfall
2024-04-12,M02,Product_B,Morning,12,11.42,2.15,1.82,94.93,93.9,30.1,632.79,522,371,151,151,38.64,3.91,180,8,5630.4,Shortfall
2024-04-12,M02,Product_A,Morning,13,8.27,2.81,1.43,90.16,97.05,33.8,372.27,444,254,190,190,40.81,4.66,180,8,6710.4,Shortfall
2024-04-12,M05,Product_A,Morning,24,8.26,2.16,0.5,82.28,94.06,27.1,463.69,453,324,129,129,46.98,2.75,180,15,7425.0,Shortfall
2024-04-12,M05,Product_A,Morning,24,8.62,2.82,1.9,93.75,96.15,30.0,619.47,472,306,166,166,47.78,3.47,180,15,9369.0,Shortfall
2024-04-12,M01,Product_A,Morning,27,7.87,0.79,0.2,77.42,92.59,34.6,364.3,460,304,156,156,41.27,3.78,180,17,11566.8,Shortfall
2024-04-12,M02,Product_B,Morning,20,6.79,1.46,0.3,95.21,92.34,28.1,205.09,332,241,91,91,40.97,2.22,180,12,4795.2,Shortfall
2024-04-13,M01,Product_B,Morning,8,8.79,0.59,1.66,83.49,92.05,25.3,203.14,430,247,183,183,31.33,5.84,180,5,5256.0,Shortfall
2024-04-13,M05,Product_A,Evening,18,10.54,0.36,0.97,94.18,92.85,26.3,396.44,575,459,116,116,45.89,2.53,200,11,5566.0,Shortfall
2024-04-13,M05,Product_B,Night,14,11.63,1.29,0.95,81.95,99.29,22.1,617.33,537,358,179,179,33.81,5.29,230,9,10950.3,Shortfall
2024-04-13,M04,Product_A,Night,22,7.57,1.35,1.41,84.44,96.55,33.8,545.91,345,257,88,88,40.57,2.17,230,14,6987.4,Shortfall
2024-04-13,M04,Product_A,Evening,17,11.56,0.74,0.73,85.39,88.64,36.0,608.29,579,368,211,211,33.77,6.25,200,11,13750.0,Shortfall
2024-04-13,M02,Product_B,Morning,25,10.02,0.31,1.42,77.95,92.21,25.6,256.27,498,336,162,162,35.93,4.51,180,15,12177.0,Shortfall
2024-04-13,M03,Product_A,Night,20,9.58,2.96,0.31,75.28,98.08,21.2,603.13,505,314,191,191,40.03,4.77,230,12,13165.2,Shortfall
2024-04-13,M04,Product_C,Evening,13,8.38,0.61,0.02,78.89,90.01,30.4,257.86,340,204,136,136,25.38,5.36,200,8,8576.0,Shortfall
2024-04-13,M05,Product_B,Night,14,7.5,2.83,0.98,78.04,88.09,27.6,626.96,330,135,195,195,24.1,8.09,230,9,16746.3,Shortfall
2024-04-13,M01,Product_A,Night,20,8.32,1.35,0.99,87.73,94.98,34.4,252.45,438,299,139,139,41.35,3.36,230,12,9273.6,Shortfall
2024-04-13,M03,Product_A,Morning,26,8.31,2.04,1.2,77.66,89.35,34.5,251.2,479,280,199,199,41.37,4.81,180,16,13852.8,Shortfall
2024-04-13,M04,Product_A,Evening,12,9.44,0.79,1.74,76.05,99.53,34.5,620.61,487,284,203,203,33.82,6.0,200,8,9600.0,Shortfall
2024-04-13,M03,Product_B,Morning,18,10.16,0.73,0.28,97.17,91.7,24.1,533.31,544,448,96,96,46.37,2.07,180,11,4098.6,Shortfall
2024-04-13,M02,Product_B,Morning,30,8.94,2.63,1.41,91.77,96.15,30.4,531.08,421,318,103,103,45.43,2.27,180,18,7354.8,Shortfall
2024-04-13,M03,Product_C,Night,20,7.92,0.31,0.5,84.2,91.42,27.4,543.87,338,228,110,110,30.1,3.65,230,12,10074.0,Shortfall
2024-04-13,M03,Product_C,Evening,22,8.68,2.33,1.57,90.08,90.58,29.8,486.45,358,248,110,110,36.21,3.04,200,14,8512.0,Shortfall
2024-04-14,M04,Product_B,Morning,16,10.07,2.09,1.7,89.73,99.9,28.1,484.36,466,326,140,140,39.16,3.58,180,10,6444.0,Shortfall
2024-04-14,M01,Product_C,Morning,23,7.0,1.66,1.98,79.25,94.86,23.3,618.93,309,173,136,136,32.07,4.24,180,14,10684.8,Shortfall
2024-04-14,M04,Product_B,Evening,14,10.19,0.93,1.67,75.19,95.58,29.8,334.81,480,251,229,229,27.6,8.3,200,9,14940.0,Shortfall
2024-04-14,M03,Product_C,Morning,19,7.45,2.87,0.01,84.39,98.16,28.9,644.04,340,190,150,150,32.38,4.63,180,12,10000.8,Shortfall
2024-04-14,M05,Product_B,Morning,28,6.19,0.37,0.62,77.63,94.15,37.5,375.14,295,206,89,89,35.71,2.49,180,17,7619.4,Shortfall
2024-04-14,M01,Product_C,Evening,26,7.41,2.6,1.19,90.05,97.51,22.3,515.09,311,194,117,117,34.87,3.36,200,16,10752.0,Shortfall
2024-04-15,M02,Product_B,Morning,17,8.14,0.58,1.06,75.97,97.97,34.4,584.98,401,246,155,155,33.02,4.69,180,11,9286.2,Shortfall
2024-04-15,M04,Product_B,Morning,14,6.54,1.69,0.43,85.81,88.87,21.4,189.27,292,186,106,106,34.07,3.11,180,9,5038.2,Shortfall
2024-04-15,M04,Product_A,Evening,25,10.14,0.11,0.9,80.77,90.64,36.3,301.16,538,360,178,178,36.87,4.83,200,15,14490.0,Shortfall
2024-04-15,M01,Product_B,Evening,20,9.34,1.03,0.11,92.0,98.07,22.5,545.88,432,388,44,44,44.42,0.99,200,12,2376.0,Shortfall
2024-04-15,M04,Product_B,Evening,19,11.41,2.13,0.42,91.76,98.71,35.4,446.33,512,368,144,144,36.47,3.95,200,12,9480.0,Shortfall
2024-04-16,M02,Product_A,Evening,25,10.02,1.91,0.54,94.5,95.79,28.1,292.18,521,397,124,124,45.21,2.74,200,15,8220.0,Shortfall
2024-04-16,M01,Product_A,Evening,19,7.2,1.22,1.7,75.37,95.71,33.7,348.51,387,216,171,171,36.4,4.7,200,12,11280.0,Shortfall
2024-04-16,M04,Product_C,Night,21,11.67,2.48,0.06,99.65,99.44,29.6,392.37,420,362,58,58,35.2,1.65,230,13,4933.5,Shortfall
2024-04-16,M02,Product_B,Morning,12,7.57,0.76,1.0,92.2,94.74,31.7,386.62,363,270,93,93,39.69,2.34,180,8,3369.6,Shortfall
2024-04-16,M03,Product_B,Evening,12,10.67,0.95,1.01,98.56,95.51,28.5,359.47,546,403,143,143,41.15,3.48,200,8,5568.0,Shortfall
2024-04-17,M04,Product_C,Evening,12,8.78,1.48,0.9,77.26,89.14,22.8,282.58,337,186,151,151,24.31,6.21,200,8,9936.0,Shortfall
2024-04-17,M01,Product_B,Evening,29,10.13,1.9,1.21,94.46,91.32,29.3,467.64,469,373,96,96,43.06,2.23,200,18,8028.0,Shortfall
2024-04-17,M01,Product_C,Morning,14,9.05,2.63,1.43,81.39,99.48,37.9,508.62,405,213,192,192,29.99,6.4,180,9,10368.0,Shortfall
2024-04-17,M02,Product_A,Night,19,11.44,2.68,1.72,96.87,91.61,37.3,271.26,591,385,206,206,41.11,5.01,230,12,13827.6,Shortfall
2024-04-17,M03,Product_A,Night,9,8.35,2.06,1.41,94.08,88.67,30.3,263.24,423,262,161,161,38.97,4.13,230,6,5699.4,Shortfall
2024-04-17,M04,Product_C,Morning,25,10.48,2.19,0.91,92.57,94.88,27.6,319.63,405,330,75,75,36.84,2.04,180,15,5508.0,Shortfall
2024-04-17,M01,Product_B,Morning,23,9.69,1.71,1.6,81.44,90.82,27.4,522.84,479,295,184,184,36.02,5.11,180,14,12877.2,Shortfall
2024-04-17,M02,Product_A,Morning,28,7.15,1.3,1.55,81.83,90.82,24.1,358.56,404,250,154,154,42.43,3.63,180,17,11107.8,Shortfall
2024-04-17,M01,Product_A,Morning,9,7.75,0.4,0.9,85.4,98.19,31.0,573.07,418,277,141,141,38.39,3.67,180,6,3963.6,Shortfall
2024-04-17,M05,Product_B,Evening,23,9.43,0.57,1.56,80.68,93.86,28.4,320.38,450,295,155,155,34.42,4.5,200,14,12600.0,Shortfall
2024-04-18,M02,Product_A,Night,8,11.3,0.1,0.41,75.98,89.08,33.5,649.6,540,306,234,234,27.56,8.49,230,5,9763.5,Shortfall
2024-04-18,M02,Product_A,Evening,27,8.07,0.51,0.79,81.77,92.4,26.2,530.19,423,325,98,98,43.26,2.27,200,17,7718.0,Shortfall
2024-04-18,M04,Product_A,Evening,10,9.86,1.62,1.12,85.53,98.17,34.2,284.0,515,299,216,216,34.86,6.2,200,6,7440.0,Shortfall
2024-04-18,M04,Product_B,Evening,13,9.2,2.45,0.04,81.81,91.33,32.6,340.42,427,240,187,187,30.62,6.11,200,8,9776.0,Shortfall
2024-04-18,M02,Product_B,Evening,21,7.1,1.51,0.41,90.9,99.0,29.1,215.53,345,248,97,97,40.48,2.4,200,13,6240.0,Shortfall
2024-04-18,M01,Product_C,Night,18,8.28,0.26,1.75,93.23,99.22,33.7,607.48,338,258,80,80,34.29,2.33,230,11,5894.9,Shortfall
2024-04-18,M04,Product_A,Night,12,6.47,0.34,0.99,98.42,94.81,30.9,274.91,312,208,104,104,35.04,2.97,230,8,5464.8,Shortfall
2024-04-18,M02,Product_A,Evening,9,8.76,1.99,0.69,97.54,89.69,34.6,279.2,442,270,172,172,36.37,4.73,200,6,5676.0,Shortfall
2024-04-18,M05,Product_A,Night,30,9.49,2.64,1.67,82.47,89.68,37.7,272.99,497,243,254,254,32.6,7.79,230,18,32250.6,Shortfall
2024-04-18,M02,Product_A,Morning,26,8.02,0.67,1.5,85.66,90.74,30.5,274.56,430,302,128,128,42.38,3.02,180,16,8697.6,Shortfall
2024-04-18,M02,Product_B,Night,30,8.61,1.16,0.18,86.25,93.22,34.9,606.59,387,281,106,106,35.53,2.98,230,18,12337.2,Shortfall
2024-04-18,M01,Product_A,Evening,23,11.72,0.99,0.08,86.07,90.54,29.7,615.72,629,479,150,150,42.97,3.49,200,14,9772.0,Shortfall
2024-04-19,M01,Product_C,Evening,29,9.29,0.34,0.14,89.13,91.38,31.8,499.69,401,312,89,89,34.46,2.58,200,18,9288.0,Shortfall
2024-04-19,M05,Product_B,Evening,8,9.52,2.36,1.79,78.15,89.19,28.8,376.37,469,206,263,263,27.12,9.7,200,5,9700.0,Shortfall
2024-04-19,M04,Product_C,Evening,26,11.52,1.83,1.44,85.21,88.42,30.7,397.76,435,296,139,139,29.57,4.7,200,16,15040.0,Shortfall
2024-04-19,M03,Product_C,Morning,30,7.37,2.68,1.0,85.4,97.34,35.1,510.93,327,191,136,136,34.44,3.95,180,18,12798.0,Shortfall
2024-04-20,M04,Product_A,Evening,30,11.01,1.59,1.18,87.87,89.97,36.8,412.07,543,382,161,161,39.29,4.1,200,18,14760.0,Shortfall
2024-04-20,M05,Product_A,Night,13,9.42,0.89,0.4,94.84,91.93,21.7,611.55,495,364,131,131,41.41,3.16,230,8,5814.4,Shortfall
2024-04-20,M04,Product_B,Evening,25,8.55,2.2,1.59,98.16,89.46,24.6,331.51,372,269,103,103,39.66,2.6,200,15,7800.0,Shortfall
2024-04-20,M05,Product_A,Night,25,9.03,0.79,0.04,94.3,88.87,34.5,618.0,473,366,107,107,42.65,2.51,230,15,8659.5,Shortfall
2024-04-20,M05,Product_C,Morning,8,11.16,2.12,0.84,89.36,92.75,22.6,403.83,474,255,219,219,26.29,8.33,180,5,7497.0,Shortfall
2024-04-20,M05,Product_A,Night,12,11.81,1.94,1.75,77.51,94.33,32.1,570.08,579,364,215,215,35.93,5.98,230,8,11003.2,Shortfall
2024-04-20,M05,Product_B,Morning,18,9.36,1.28,1.26,81.99,98.05,34.9,442.92,447,309,138,138,37.61,3.67,180,11,7266.6,Shortfall
2024-04-20,M04,Product_C,Morning,8,9.63,0.56,0.27,91.34,99.51,26.7,483.47,399,290,109,109,31.43,3.47,180,5,3123.0,Shortfall
2024-04-20,M01,Product_A,Morning,27,9.27,2.07,1.64,93.94,95.73,23.5,630.73,520,384,136,136,50.81,2.68,180,17,8200.8,Shortfall
2024-04-20,M02,Product_B,Night,20,7.85,2.31,1.47,91.39,98.69,22.0,439.74,354,237,117,117,39.08,2.99,230,12,8252.4,Shortfall
2024-04-20,M03,Product_A,Night,16,11.45,0.4,1.04,85.72,99.52,34.2,643.11,589,443,146,146,40.77,3.58,230,10,8234.0,Shortfall
2024-04-20,M04,Product_B,Morning,15,9.0,1.11,0.89,80.78,96.25,28.9,482.36,429,258,171,171,31.94,5.35,180,9,8667.0,Shortfall
2024-04-21,M01,Product_A,Evening,11,9.37,1.31,0.8,81.69,99.61,29.8,590.74,505,329,176,176,39.31,4.48,200,7,6272.0,Shortfall
2024-04-21,M05,Product_A,Morning,20,8.69,0.1,0.74,78.62,98.61,27.6,543.55,489,343,146,146,40.95,3.57,180,12,7711.2,Shortfall
2024-04-21,M04,Product_A,Evening,17,10.82,0.2,0.9,96.52,91.29,29.0,346.38,543,449,94,94,43.19,2.18,200,11,4796.0,Shortfall
2024-04-21,M02,Product_A,Evening,9,7.61,2.12,0.94,92.81,90.61,21.3,529.81,408,240,168,168,39.25,4.28,200,6,5136.0,Shortfall
2024-04-21,M03,Product_B,Morning,15,7.02,0.87,0.66,77.94,90.04,20.9,227.71,368,205,163,163,32.49,5.02,180,9,8132.4,Shortfall
2024-04-21,M01,Product_A,Night,25,6.33,1.52,0.87,99.43,93.47,31.1,465.75,330,251,79,79,48.37,1.63,230,15,5623.5,Shortfall
2024-04-22,M02,Product_C,Night,28,11.46,2.9,0.23,84.08,93.4,37.8,201.37,433,274,159,159,28.0,5.68,230,17,22208.8,Shortfall
2024-04-22,M02,Product_A,Morning,25,9.23,1.41,1.13,89.85,95.61,35.6,454.7,521,363,158,158,45.04,3.51,180,15,9477.0,Shortfall
2024-04-22,M05,Product_A,Morning,25,6.52,0.3,0.21,92.83,89.21,26.1,495.24,362,298,64,64,47.44,1.35,180,15,3645.0,Shortfall
2024-04-22,M01,Product_B,Evening,20,9.25,1.82,1.86,83.37,98.2,25.4,432.56,451,274,177,177,36.06,4.91,200,12,11784.0,Shortfall
2024-04-22,M03,Product_B,Evening,16,9.71,1.46,0.49,79.46,92.81,37.8,412.87,472,293,179,179,33.54,5.34,200,10,10680.0,Shortfall
2024-04-22,M04,Product_A,Morning,16,9.71,0.64,0.78,95.37,97.14,29.8,597.08,533,399,134,134,43.92,3.05,180,10,5490.0,Shortfall
2024-04-22,M03,Product_C,Evening,15,6.68,0.16,0.88,96.19,96.77,28.4,410.49,296,243,53,53,38.67,1.37,200,9,2466.0,Shortfall
2024-04-22,M05,Product_A,Morning,16,9.26,1.36,0.95,86.88,88.3,32.2,311.72,510,325,185,185,39.73,4.66,180,10,8388.0,Shortfall
2024-04-22,M01,Product_A,Evening,27,8.86,1.98,0.89,84.79,90.42,24.6,281.29,475,341,134,134,45.71,2.93,200,17,9962.0,Shortfall
2024-04-22,M01,Product_A,Night,30,11.12,1.83,1.4,88.33,96.75,24.4,339.21,584,457,127,127,47.49,2.67,230,18,11053.8,Shortfall
2024-04-22,M03,Product_B,Morning,14,7.79,0.69,0.09,90.37,90.49,30.7,269.62,398,274,124,124,37.13,3.34,180,9,5410.8,Shortfall
2024-04-22,M02,Product_C,Evening,23,8.14,0.04,0.68,77.28,97.35,35.8,289.63,331,214,117,117,27.16,4.31,200,14,12068.0,Shortfall
2024-04-22,M03,Product_C,Morning,25,9.55,0.6,0.22,92.32,97.96,22.0,464.84,438,363,75,75,39.7,1.89,180,15,5103.0,Shortfall
2024-04-22,M04,Product_A,Evening,14,6.77,2.59,0.01,86.61,92.06,35.5,192.01,329,190,139,139,35.57,3.91,200,9,7038.0,Shortfall
